significance;uniquename;name;searchname;altname;type;gatewaylink;age;area;canon;illustrator;placeholder
"2";"Rhudaur";"Rhudaur";"Rhudaur";"";"Region";"http://tolkiengateway.net/wiki/Rhudaur";"Third Age";""Middle-earth","Arnor"";"1";"Ted Nasmith";""
"4";"Rhun";"Rhûn";"Rhun";"";"Region";"http://tolkiengateway.net/wiki/Rh%C3%BBn";"Second Age";""Middle-earth","EasternLands"";"1";"";""
"5";"Riddermark";"Riddermark";"Riddermark";"";"Region";"http://tolkiengateway.net/wiki/Riddermark";"First Age";""Middle-earth","Rohan"";"2";"";""
"2";"Ringlo";"Ringló";"Ringlo";"";"River";"http://tolkiengateway.net/wiki/Ringl%C3%B3";"Third Age";""Middle-earth","Gondor"";"1";"";""
"1";"RingloVale";"Ringló Vale";"Ringlo Vale";"";"Valley";"http://tolkiengateway.net/wiki/Ringl%C3%B3_Vale";"Third Age";""Middle-earth","Gondor"";"2";"";""
"3";"Ringwil";"Ringwil";"Ringwil";"";"River";"http://tolkiengateway.net/wiki/Ringwil";"First Age";""Middle-earth","Beleriand"";"1";"";""
"7";"Rivendell";"Rivendell";"Rivendell";""Imladris","the Last Homely House"";"City";"http://tolkiengateway.net/wiki/Rivendell";"Second Age";""Middle-earth","Eriador"";"1";"Ted Nasmith";""
"3";"RiverRunning";"River Running";"River Running";"Celduin";"River";"http://tolkiengateway.net/wiki/River_Running";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"3";"Rivil";"Rivil";"Rivil";"";"River";"http://tolkiengateway.net/wiki/Rivil";"First Age";""Middle-earth","Beleriand"";"1";"";""
"3";"RivilsWell";"Rivil's Well";"Rivil's Well";"";"Place";"http://tolkiengateway.net/wiki/Rivil%27s_Well";"First Age";""Middle-earth","Beleriand"";"1";"";""
"8";"Rohan";"Rohan";"Rohan";"";"Region";"http://tolkiengateway.net/wiki/Rohan";"Third Age";""Middle-earth","Rohan"";"1";"Ted Nasmith";""
"4";"Romenna";"Rómenna";"Romenna";"";"City";"http://tolkiengateway.net/wiki/R%C3%B3menna";"Second Age";""Middle-earth","Númenor"";"1";"Matěj Čadil";""
"2";"Rushey";"Rushey";"Rushey";"";"Village";"http://tolkiengateway.net/wiki/Rushey";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"RushockBog";"Rushock Bog";"Rushock Bog";"";"Moor";"http://tolkiengateway.net/wiki/Rushock_Bog";"Third Age";""Middle-earth","The Shire"";"2";"";""
"1";"SarchNiaChinHurin";"Sarch nia Chîn Húrin";"Sarch nia Chin Hurin";"";"Forest";"http://tolkiengateway.net/wiki/Sarch_nia_Ch%C3%AEn_H%C3%BArin";"First Age";""Middle-earth","Beleriand"";"2";"";""
"2";"SarnAthrad";"Sarn Athrad";"Sarn Athrad";"";"Ford";"http://tolkiengateway.net/wiki/Sarn_Athrad";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"SarnFord";"Sarn Ford";"Sarn Ford";"";"Ford";"http://tolkiengateway.net/wiki/Sarn_Ford";"Third Age";""Middle-earth","Eriador"";"1";"";""
"3";"SarnGebir";"Sarn Gebir";"Sarn Gebir";"";"Ford";"http://tolkiengateway.net/wiki/Sarn_Gebir";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"2";"Scary";"Scary";"Scary";"";"Village";"http://tolkiengateway.net/wiki/Scary";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"SeaOfHelcar";"Sea of Helcar";"Sea of Helcar";"";"Lake";"http://tolkiengateway.net/wiki/Sea_of_Helcar";"First Age";""Middle-earth","EasternLands"";"1";"";""
"2";"SeaOfNurnen";"Sea of Núrnen";"Sea of Nurnen";"";"Lake";"http://tolkiengateway.net/wiki/Sea_of_N%C3%BArnen";"Second Age";""Middle-earth","Mordor"";"1";"";""
"2";"SeaOfRhun";"Sea of Rhûn";"Sea of Rhun";"";"Lake";"http://tolkiengateway.net/wiki/Sea_of_Rh%C3%BBn";"Third Age";""Middle-earth","Rhovanion"";"1";"";""
"2";"SeaOfRingil";"Sea of Ringil";"Sea of Ringil";"";"Lake";"http://tolkiengateway.net/wiki/Sea_of_Ringil";"Third Age";""Middle-earth","EasternLands"";"2";"";""
"2";"SecondHall";"Second Hall";"Second Hall";"";"Hall";"http://tolkiengateway.net/wiki/Second_Hall";"Third Age";""Middle-earth","Moria"";"2";"";""
"2";"Serni";"Serni";"Serni";"";"River";"http://tolkiengateway.net/wiki/Serni";"Third Age";""Middle-earth","Gondor"";"1";"";""
"3";"ShadowySeas";"Shadowy Seas";"Shadowy Seas";"";"Sea";"http://tolkiengateway.net/wiki/Shadowy_Seas";"First Age";"Aman";"1";"";""
"2";"ShadowySpring";"Shadowy Spring";"Shadowy Spring";"";"Spring";"http://tolkiengateway.net/wiki/Shadowy_Spring";"First Age";""Middle-earth","Beleriand"";"2";"";""
"4";"ShelobsLair";"Shelob's Lair";"Shelob's Lair";"";"Place";"http://tolkiengateway.net/wiki/Shelob%27s_Lair";"Third Age";""Middle-earth","Mordor"";"1";"";""
"3";"Shirebourn";"Shirebourn";"Shirebourn";"";"River";"http://tolkiengateway.net/wiki/Shirebourn";"Third Age";""Middle-earth","The Shire"";"1";"";""
"2";"ShirriffHouse";"Shirriff-house";"Shirriff-house";"";"House";"http://tolkiengateway.net/wiki/Shirriff-house";"Third Age";""Middle-earth","The Shire"";"2";"";""
"1";"Sindanorie";"Sindanórie";"Sindanorie";"";"Region";"http://tolkiengateway.net/wiki/Sindan%C3%B3rie";"First Age";""Aman","Valinor"";"2";"";""
"4";"Sirannon";"Sirannon";"Sirannon";"";"River";"http://tolkiengateway.net/wiki/Sirannon";"Third Age";""Middle-earth","Eriador"";"1";"";""
"3";"Siril";"Siril";"Siril";"";"River";"http://tolkiengateway.net/wiki/Siril";"Second Age";""Middle-earth","Númenor"";"1";"";""
"6";"Sirion";"Sirion";"Sirion";"";"River";"http://tolkiengateway.net/wiki/Sirion";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"Sirith";"Sirith";"Sirith";"";"River";"http://tolkiengateway.net/wiki/Sirith";"Third Age";""Middle-earth","Gondor"";"1";"";""
"1";"SlagHills";"Slag-hills";"Slag-hills";"";"Mountain Range";"http://tolkiengateway.net/wiki/Slag-hills";"Third Age";""Middle-earth","Mordor"";"2";"Ted Nasmith";""
"2";"Snowbourn";"Snowbourn";"Snowbourn";"";"River";"http://tolkiengateway.net/wiki/Snowbourn";"Third Age";""Middle-earth","Rohan"";"1";"";""
"2";"Sorontil";"Sorontil";"Sorontil";"";"Mountain";"http://tolkiengateway.net/wiki/Sorontil";"Second Age";""Middle-earth","Númenor"";"1";"";""
"2";"SouthDowns";"South Downs";"South Downs";"";"Hill Range";"http://tolkiengateway.net/wiki/South_Downs";"Third Age";""Middle-earth","Eriador"";"2";"";""
"2";"SouthernForest";"Southern Forest";"Southern Forest";"";"Forest";"http://www.annalsofarda.dk/Annals-of-Arda/Places-index/Places-Misc/Southern-Forest.htm";"First Age";"Middle-earth";"1";"";""
"5";"Southernlands";"Southern lands";"Southern lands";"";"Region";"http://tolkiengateway.net/wiki/Category:Southern_lands";"Third Age";"Middle-earth";"2";"";""
"2";"Southfarthing";"Southfarthing";"Southfarthing";"";"Region";"http://tolkiengateway.net/wiki/Southfarthing";"Third Age";""Middle-earth","The Shire"";"1";"";""
"3";"SouthGondor";"South Gondor";"South Gondor";"Harondor";"Region";"http://tolkiengateway.net/wiki/South_Gondor";"Third Age";""Middle-earth","Gondor"";"1";"";""
"2";"SouthIthilien";"South Ithilien";"South Ithilien";"";"Region";"http://tolkiengateway.net/wiki/South_Ithilien";"Third Age";""Middle-earth","Gondor"";"1";"Ted Nasmith";""
"2";"SouthLane";"South Lane";"South Lane";"";"Road";"http://tolkiengateway.net/wiki/South_Lane";"Third Age";""Middle-earth","The Shire"";"2";"";""
"1";"SouthUndeep";"South Undeep";"South Undeep";"";"Place";"http://tolkiengateway.net/wiki/South_Undeep";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"2";"Staddle";"Staddle";"Staddle";"";"Village";"http://tolkiengateway.net/wiki/Staddle";"Third Age";""Middle-earth","Arnor"";"2";"";""
"2";"StairFalls";"Stair Falls";"Stair Falls";"";"Waterfall";"http://tolkiengateway.net/wiki/Stair_Falls";"Third Age";""Middle-earth","Moria"";"2";"";""
"1";"StairOfTheHold";"Stair of the Hold";"Stair of the Hold";"";"Road";"http://tolkiengateway.net/wiki/Stair_of_the_Hold";"First Age";""Middle-earth","Rohan"";"2";"";""
"2";"Standelf";"Standelf";"Standelf";"";"Village";"http://tolkiengateway.net/wiki/Standelf";"Third Age";""Middle-earth","The Shire"";"1";"";""
"2";"Starkhorn";"Starkhorn";"Starkhorn";"";"Mountain";"http://tolkiengateway.net/wiki/Starkhorn";"Third Age";""White Mountains","Middle-earth"";"1";"";""
"2";"Stock";"Stock";"Stock";"";"City";"http://tolkiengateway.net/wiki/Stock";"Third Age";""Middle-earth","The Shire"";"1";"";""
"1";"Stockbrook";"Stock-brook";"Stock-brook";"";"River";"http://tolkiengateway.net/wiki/Stock-brook";"Third Age";""Middle-earth","The Shire"";"1";"";""
"2";"StockRoad";"Stock Road";"Stock Road";"";"Road";"http://tolkiengateway.net/wiki/Stock_Road";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"StonewainValley";"Stonewain Valley";"Stonewain Valley";"";"Valley";"http://tolkiengateway.net/wiki/Stonewain_Valley";"Third Age";""Middle-earth","Gondor"";"2";"";""
"1";"StraightRoad";"Straight Road";"Straight Road";"";"Road";"http://tolkiengateway.net/wiki/Straight_Road";"First Age";"Aman";"2";"";""
"1";"StraitsOfTheWorld";"Straits of the World";"Straits of the World";"";"Region";"http://tolkiengateway.net/wiki/Arda";"Years of the Trees";"Arda";"1";"";""
"1";"Sunlands";"Sunlands";"Sunlands";"";"Region";"http://tolkiengateway.net/wiki/Sunlands";"Third Age";""Southern lands","Middle-earth"";"2";"";""
"3";"Swanfleet";"Swanfleet";"Swanfleet";"Nîn-in-Eilph";"Marsh";"http://tolkiengateway.net/wiki/Swanfleet";"Third Age";""Middle-earth","Eriador"";"1";"";""
"3";"Taeglin";"Taeglin";"Taeglin";"";"River";"http://tolkiengateway.net/wiki/Taeglin";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"TalathDirnen";"Talath Dirnen";"Talath Dirnen";"";"Plain";"http://tolkiengateway.net/wiki/Talath_Dirnen";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"Taniquelasse";"Taniquelassë";"Taniquelasse";"";"Tree";"http://tolkiengateway.net/wiki/Taniquelass%C3%AB";"Third Age";""Middle-earth","Númenor"";"2";"";""
"3";"Taniquetil";"Taniquetil";"Taniquetil";""Oiolossë","Holy Mountain"";"Mountain";"http://tolkiengateway.net/wiki/Taniquetil";"First Age";"Aman";"1";"Ted Nasmith";""
"3";"Taras";"Taras";"Taras";"";"Mountain";"http://tolkiengateway.net/wiki/Taras";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"TarasNess";"Taras-ness";"Taras-ness";"";"Highland Region";"http://tolkiengateway.net/wiki/Taras-ness";"First Age";""Middle-earth","Beleriand"";"2";"";""
"1";"TarlangsNeck";"Tarlang's Neck";"Tarlang's Neck";"";"Pass";"http://tolkiengateway.net/wiki/Tarlang%27s_Neck";"Third Age";""Middle-earth","Gondor"";"2";"";""
"3";"Tarnost";"Tarnost";"Tarnost";"";"City";"http://tolkiengateway.net/wiki/Tarnost";"Third Age";""Middle-earth","Gondor"";"2";"";""
"4";"TaurEnFaroth";"Taur-en-Faroth";"Taur-en-Faroth";""High Faroth","Faroth","Forest of the Hunters"";"Forest";"http://tolkiengateway.net/wiki/Taur-en-Faroth";"First Age";""Middle-earth","Beleriand"";"1";"Matěj Čadil";""
"3";"TaurImDuinath";"Taur-im-Duinath";"Taur-im-Duinath";"Forest between Rivers";"Forest";"http://tolkiengateway.net/wiki/Taur-im-Duinath";"First Age";""Middle-earth","Beleriand"";"1";"";""
"3";"TaurNuFuin";"Taur-nu-Fuin (Dorthonion)";"Taur-nu-Fuin (Dorthonion)";"";"Forest";"http://tolkiengateway.net/wiki/Taur-nu-Fuin_%28Dorthonion%29";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"Tavrobel";"Tavrobel";"Tavrobel";"Tathrobel";"City";"http://tolkiengateway.net/wiki/Tavrobel";"First Age";""Aman","Tol Eressëa"";"2";"";""
"2";"TeethOfMordor";"Teeth of Mordor";"Teeth of Mordor";"";"Place";"http://tolkiengateway.net/wiki/Teeth_of_Mordor";"Third Age";""Middle-earth","Mordor"";"2";"";""
"4";"Telperion";"Telperion";"Telperion";"";"Tree";"http://tolkiengateway.net/wiki/Telperion";"First Age";""Aman","Valinor"";"1";"Ralph Damiani";""
"4";"Temple";"Temple";"Temple";"";"House";"http://tolkiengateway.net/wiki/Temple";"Third Age";""Middle-earth","Númenor"";"2";"";""
"3";"Thalos";"Thalos";"Thalos";"";"River";"http://tolkiengateway.net/wiki/Thalos";"First Age";""Middle-earth","Beleriand"";"1";"";""
"6";"Thangorodrim";"Thangorodrim";"Thangorodrim";"";"Volcano";"http://tolkiengateway.net/wiki/Thangorodrim";"First Age";""Middle-earth","Angband"";"1";"Ted Nasmith";""
"2";"Tharbad";"Tharbad";"Tharbad";"";"City";"http://tolkiengateway.net/wiki/Tharbad";"Third Age";""Middle-earth","Eriador"";"1";"";""
"4";"Thargelion";"Thargelion";"Thargelion";""Talath Rhúnen","Dor Caranthir"";"Region";"http://tolkiengateway.net/wiki/Thargelion";"First Age";""Middle-earth","Beleriand"";"2";"Matěj Čadil";""
"2";"TheForsakenInn";"The Forsaken Inn";"The Forsaken Inn";"";"Tower";"http://tolkiengateway.net/wiki/The_Forsaken_Inn";"Third Age";""Middle-earth","Eriador"";"2";"";""
"3";"TheGreatRiver";"The Great River";"The Great River";"";"River";"http://tolkiengateway.net/wiki/The_Great_River";"First Age";""Middle-earth","Beleriand"";"1";"";""
"4";"ThePrancingPony";"The Prancing Pony";"The Prancing Pony";"";"House";"http://tolkiengateway.net/wiki/The_Prancing_Pony";"Third Age";""Middle-earth","Arnor"";"2";"";""
"8";"TheShire";"The Shire";"The Shire";""Sûza","I Drann"";"Region";"http://tolkiengateway.net/wiki/The_Shire";"Third Age";""Middle-earth","Eriador"";"2";"Ted Nasmith";""
"2";"TheTongue";"The Tongue";"The Tongue";"";"Place";"http://tolkiengateway.net/wiki/The_Tongue";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"1";"TheWild";"The Wild";"The Wild";"";"Region";"http://tolkiengateway.net/wiki/The_Wild";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"2";"TheWold";"The Wold";"The Wold";"";"Region";"http://tolkiengateway.net/wiki/The_Wold";"Third Age";""Middle-earth","Rohan"";"1";"";""
"4";"TheYale";"The Yale";"The Yale";"";"Region";"http://tolkiengateway.net/wiki/The_Yale";"Third Age";""Middle-earth","The Shire"";"2";"";""
"4";"ThorinsHalls";"Thorin's Halls";"Thorin's Halls";"";"Halls";"http://tolkiengateway.net/wiki/Thorin%27s_Halls";"Third Age";""Middle-earth","Eriador"";"2";"";""
"1";"Thrihyrne";"Thrihyrne";"Thrihyrne";"";"Mountain";"http://tolkiengateway.net/wiki/Thrihyrne";"Third Age";""White Mountains","Middle-earth"";"1";"";""
"1";"ThistleBrook";"Thistle Brook";"Thistle Brook";"";"River";"http://tolkiengateway.net/wiki/Thistle_Brook";"Third Age";""Middle-earth","The Shire"";"1";"";""
"2";"Tighfield";"Tighfield";"Tighfield";"";"Village";"http://tolkiengateway.net/wiki/Tighfield";"Third Age";""Middle-earth","The Shire"";"2";"";""
"4";"Tirion";"Tirion";"Tirion";"";"City";"http://tolkiengateway.net/wiki/Tirion";"First Age";""Aman","Valinor"";"1";"Ted Nasmith";""
"3";"TolBrandir";"Tol Brandir";"Tol Brandir";"";"Hill";"http://tolkiengateway.net/wiki/Tol_Brandir";"Third Age";""Middle-earth","Gondor"";"1";"Ted Nasmith";""
"5";"TolEressea";"Tol Eressëa";"Tol Eressea";"The Lonely Island";"Island";"http://tolkiengateway.net/wiki/Tol_Eress%C3%ABa";"First Age";"Aman";"1";"";""
"2";"Tolfalas";"Tolfalas";"Tolfalas";"";"Island";"http://tolkiengateway.net/wiki/Tolfalas";"Third Age";""Middle-earth","Gondor"";"1";"Matěj Čadil";""
"3";"TolFuin";"Tol Fuin";"Tol Fuin";"";"Island";"http://tolkiengateway.net/wiki/Tol_Fuin";"Second Age";""Middle-earth","Beleriand"";"1";"";""
"4";"TolGalen";"Tol Galen";"Tol Galen";"";"Island";"http://tolkiengateway.net/wiki/Tol_Galen";"First Age";""Middle-earth","Beleriand"";"2";"Ted Nasmith";""
"2";"TolHimling";"Tol Himling";"Tol Himling";"";"Island";"http://tolkiengateway.net/wiki/Himring";"Second Age";""Middle-earth","Beleriand"";"1";"";""
"4";"TolSirion";"Tol Sirion";"Tol Sirion";"";"Island";"http://tolkiengateway.net/wiki/Tol_Sirion";"First Age";""Middle-earth","Beleriand"";"1";"Marya Filatova";""
"2";"TolUinen";"Tol Uinen";"Tol Uinen";"";"Island";"http://tolkiengateway.net/wiki/Tol_Uinen";"Second Age";""Middle-earth","Númenor"";"1";"";""
"2";"TolMorwen";"Tol Morwen";"Tol Morwen";"";"Island";"http://tolkiengateway.net/wiki/Tol_Morwen";"Second Age";""Middle-earth","Beleriand"";"1";"";""
"1";"TombOfElendil";"Tomb of Elendil";"Tomb of Elendil";"";"Place";"http://tolkiengateway.net/wiki/Tomb_of_Elendil";"First Age";""Middle-earth","Rohan"";"2";"";""
"4";"TomBertWilliam";"Tom, Bert, and William";"Tom,Bert,William";"";"Place";"http://lotr.wikia.com/wiki/Tom,_Bert,_and_William";"Third Age";""Middle-earth","The Shire"";"1";"Ted Nasmith";""
"3";"TomBombadil";"Tom Bombadil";"Tom Bombadil";"";"House";"http://tolkiengateway.net/wiki/Tom_Bombadil";"Third Age";""Middle-earth","The Shire"";"1";"Anke Eissmann";""
"2";"Tookbank";"Tookbank";"Tookbank";"";"Village";"http://tolkiengateway.net/wiki/Tookbank";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"Tookland";"Tookland";"Tookland";"";"Region";"http://tolkiengateway.net/wiki/Tookland";"Third Age";""Middle-earth","The Shire"";"1";"";""
"2";"TowerAvallone";"Tower of Avallónë";"Tower of Avallone";"";"Tower";"http://tolkiengateway.net/wiki/Tower_of_Avall%C3%B3n%C3%AB";"First Age";""Aman","Tol Eressëa"";"2";"";""
"3";"TowerHall";"Tower Hall";"Tower Hall";"";"Hall";"http://tolkiengateway.net/wiki/Tower_Hall";"Third Age";""Middle-earth","Minas Tirith"";"2";"";""
"3";"TowerHills";"Tower Hills";"Tower Hills";"Emyn Beraid";"Tower";"http://tolkiengateway.net/wiki/Tower_Hills";"Third Age";""Middle-earth","Eriador"";"1";"Ted Nasmith";""
"4";"TowerOfCirithUngol";"Tower of Cirith Ungol";"Tower of Cirith Ungol";"";"Tower";"http://tolkiengateway.net/wiki/Tower_of_Cirith_Ungol";"Third Age";""Middle-earth","Mordor"";"1";"";""
"3";"TowerOfEcthelion";"Tower of Ecthelion";"Tower of Ecthelion";"";"Tower";"http://tolkiengateway.net/wiki/Tower_of_Ecthelion";"Third Age";""Middle-earth","Minas Tirith"";"2";"";""
"2";"TowerOfPearl";"Tower of Pearl";"Tower of Pearl";"";"Tower";"http://lotr.wikia.com/wiki/Tower_of_Pearl";"Second Age";"Aman";"1";"";""
"2";"TownHole";"Town Hole";"Town Hole";"";"Hall";"http://tolkiengateway.net/wiki/Town_Hole";"Third Age";""Middle-earth","The Shire"";"2";"";""
"5";"TrollsCave";"Troll's Cave";"Troll's Cave";"";"Cave";"http://tolkiengateway.net/wiki/Troll%27s_Cave";"Third Age";""Middle-earth","Eriador"";"2";"";""
"4";"Trollshaws";"Trollshaws";"Trollshaws";"";"Forest";"http://tolkiengateway.net/wiki/Trollshaws";"Third Age";""Middle-earth","Eriador"";"2";"Ted Nasmith";""
"2";"Tuckborough";"Tuckborough";"Tuckborough";"";"Village";"http://tolkiengateway.net/wiki/Tuckborough";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"Tumhalad";"Tumhalad";"Tumhalad";"";"Field";"http://tolkiengateway.net/wiki/Tumhalad";"First Age";""Middle-earth","Beleriand"";"1";"";""
"4";"Tumladen";"Tumladen";"Tumladen";"Valley of Smoothness";"Region";"http://tolkiengateway.net/wiki/Tumladen";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"TumladenGondor";"Tumladen (Gondor)";"Tumladen (Gondor)";"";"Valley";"http://tolkiengateway.net/wiki/Tumladen_%28Gondor%29";"Third Age";""Middle-earth","Gondor"";"2";"";""
"1";"Tuna";"Túna";"Tuna";""Tûn","Kôr"";"Mountain";"http://tolkiengateway.net/wiki/T%C3%BAna";"First Age";"Aman";"1";"";""
"2";"TwoTreesOfValinor";"Two Trees of Valinor";"Two Trees of Valinor";"";"Place";"http://tolkiengateway.net/wiki/Two_Trees_of_Valinor";"First Age";""Aman","Valinor"";"1";"Ted Nasmith";""
"1";"UdunValley";"Udûn (valley)";"Udun (valley)";"";"Region";"http://tolkiengateway.net/wiki/Ud%C3%BBn_%28valley%29";"Third Age";""Middle-earth","Mordor"";"1";"";""
"1";"Ulmonan";"Ulmonan";"Ulmonan";"";"House";"http://tolkiengateway.net/wiki/Ulmonan";"First Age";""Aman","Valinor"";"2";"";""
"4";"Umbar";"Umbar";"Umbar";"";"City";"http://tolkiengateway.net/wiki/Umbar";"Third Age";""Southern lands","Middle-earth"";"1";"";""
"3";"Undeeps";"Undeeps";"Undeeps";"";"Ford";"http://tolkiengateway.net/wiki/Undeeps";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"1";"Underharrow";"Underharrow";"Underharrow";"";"Region";"http://tolkiengateway.net/wiki/Underharrow";"First Age";""Middle-earth","Rohan"";"2";"";""
"2";"UnderhillVillage";"Underhill (village)";"Underhill (village)";"";"Village";"http://tolkiengateway.net/wiki/Underhill_%28village%29";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"Undertowers";"Undertowers";"Undertowers";"";"House";"http://tolkiengateway.net/wiki/Undertowers";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"Upbourn";"Upbourn";"Upbourn";"";"City";"http://tolkiengateway.net/wiki/Upbourn";"First Age";""Middle-earth","Rohan"";"2";"";""
"1";"UttermostEast";"Uttermost East";"Uttermost East";"";"Region";"http://tolkiengateway.net/wiki/Uttermost_East";"First Age";""Middle-earth","EasternLands"";"2";"";""
"1";"UttermostWest";"Uttermost West";"Uttermost West";"";"Region";"http://tolkiengateway.net/wiki/Uttermost_West";"First Age";"Aman";"2";"";""
"4";"Utumno";"Utumno";"Utumno";"";"Stronghold";"http://tolkiengateway.net/wiki/Utumno";"First Age";""Middle-earth","Beleriand"";"1";"";""
"2";"ValesOfAnduin";"Vales of Anduin";"Vales of Anduin";"";"Region";"http://tolkiengateway.net/wiki/Vales_of_Anduin";"Third Age";""Middle-earth","Rhovanion"";"2";"";""
"5";"Valimar";"Valimar";"Valimar";"";"City";"http://tolkiengateway.net/wiki/Valmar";"First Age";""Aman","Valinor"";"1";"";""
"6";"Valinor";"Valinor";"Valinor";"Valinórë";"Region";"http://tolkiengateway.net/wiki/Valinor";"First Age";""Aman","Valinor"";"1";"Ted Nasmith";""
"2";"Vardarianna";"Vardarianna";"Vardarianna";"";"Tree";"http://tolkiengateway.net/wiki/Vardarianna";"Third Age";""Middle-earth","Númenor"";"2";"";""
"1";"Verna";"Verna";"Verna";"";"Place";"http://tolkiengateway.net/wiki/Verna";"First Age";""Middle-earth","Beleriand"";"2";"";""
"2";"Vinyalonde";"Vinyalondë";"Vinyalonde";"";"Harbour";"http://tolkiengateway.net/wiki/Vinyalond%C3%AB";"Second Age";"Middle-earth";"1";"";""
"5";"Vinyamar";"Vinyamar";"Vinyamar";"";"City";"http://tolkiengateway.net/wiki/Vinyamar";"First Age";""Middle-earth","Beleriand"";"1";"Ted Nasmith";""
"2";"WallsOfMoria";"Walls of Moria";"Walls of Moria";"";"Mountain Range";"http://tolkiengateway.net/wiki/Walls_of_Moria";"Third Age";""Middle-earth","Moria"";"2";"";""
"3";"WallOfTheSun";"Wall of the Sun";"Wall of the Sun";"";"Mountain Range";"http://tolkiengateway.net/wiki/Wall_of_the_Sun";"First Age";"Middle-earth";"1";"";""
"2";"WaterValley";"Water-valley";"Water-valley";"";"Valley";"http://tolkiengateway.net/wiki/Water-valley";"Third Age";""Middle-earth","The Shire"";"2";"";""
"2";"Waymeet";"Waymeet";"Waymeet";"";"City";"http://tolkiengateway.net/wiki/Waymeet";"Third Age";""Middle-earth","The Shire"";"2";"";""
"3";"WeatherHills";"Weather Hills";"Weather Hills";"";"Hill Range";"http://tolkiengateway.net/wiki/Weather_Hills";"Third Age";""Middle-earth","Eriador"";"1";"";""
"4";"Weathertop";"Weathertop";"Weathertop";"Amon Sûl";"Hill";"http://tolkiengateway.net/wiki/Weathertop";"Third Age";""Middle-earth","Eriador"";"1";"Soni Alcorn-Hender";""
"1";"WellsOfVarda";"Wells of Varda";"Wells of Varda";"";"Place";"http://tolkiengateway.net/wiki/Wells_of_Varda";"First Age";""Aman","Valinor"";"2";"";""
"5";"WestBeleriand";"West Beleriand";"West Beleriand";"";"Region";"http://tolkiengateway.net/wiki/West_Beleriand";"First Age";""Middle-earth","Beleriand"";"2";"";""
"3";"Westemnet";"Westemnet";"Westemnet";"";"Region";"http://tolkiengateway.net/wiki/Westemnet";"Third Age";""Middle-earth","Rohan"";"1";"";""
"2";"Westfarthing";"Westfarthing";"Westfarthing";"";"Region";"http://tolkiengateway.net/wiki/Westfarthing";"Third Age";""Middle-earth","The Shire"";"1";"Matěj Čadil";""
"3";"Westfold";"Westfold";"Westfold";"";"Region";"http://tolkiengateway.net/wiki/Westfold";"Third Age";""Middle-earth","Rohan"";"1";"";""
"2";"Westlands";"Westlands";"Westlands";"";"Region";"http://tolkiengateway.net/wiki/Westlands";"First Age";"Middle-earth";"2";"";""
"3";"Westmarch";"Westmarch";"Westmarch";"";"Region";"http://tolkiengateway.net/wiki/Westmarch";"Third Age";""Middle-earth","The Shire"";"2";"";""
"3";"WestMark";"West-mark";"West-mark";"";"Region";"http://tolkiengateway.net/wiki/West-mark";"Third Age";""Middle-earth","Rohan"";"2";"";""
"2";"Wetwang";"Wetwang";"Wetwang";"Nindalf";"Moor";"http://tolkiengateway.net/wiki/Wetwang";"Third Age";""Middle-earth","Gondor"";"1";"";""
"2";"WhiteDowns";"White Downs";"White Downs";"";"Hill Range";"http://tolkiengateway.net/wiki/White_Downs";"Third Age";""Middle-earth","Eriador"";"2";"";""
"2";"WhiteHouseOfErendis";"White House of Erendis";"White House of Erendis";"";"House";"http://tolkiengateway.net/wiki/White_House_of_Erendis";"Third Age";""Middle-earth","Númenor"";"2";"";""
"5";"WhiteMountains";"White Mountains";"White Mountains";"Ered Nimrais";"Mountain Range";"http://tolkiengateway.net/wiki/White_Mountains";"Third Age";""White Mountains","Middle-earth"";"1";"";""
"1";"WhitePillar";"White pillar";"White pillar";"";"Place";"http://tolkiengateway.net/wiki/White_pillar";"Third Age";""Southern lands","Middle-earth"";"2";"";""
"3";"WhiteTowers";"White Towers";"White Towers";"";"Tower";"http://tolkiengateway.net/wiki/White_Towers";"Third Age";""Middle-earth","Eriador"";"1";"Ted Nasmith";""
"2";"Whitfurrows";"Whitfurrows";"Whitfurrows";"";"Village";"http://tolkiengateway.net/wiki/Whitfurrows";"Third Age";""Middle-earth","The Shire"";"2";"";""
