significance;uniquename;name;searchname;altname;location;gender;born;died;gatewaylink;race;illustrator;placeholder
"2";"isengrimTook3";"Isengrim Took III";"Isengrim Took III";"Thain of the Shire";""Great Smials","Tuckborough"";"male";"S.R. 1232";"S.R. 1330 (aged 98)";"http://tolkiengateway.net/wiki/Isengrim_Took_III";"Hobbit";"";""
"7";"isildur";"Isildur";"Isildur";"High King of the Two Kingdoms: King of Arnor and King of Gondor";""Númenor","Gondor","Arnor"";"male";"S.A. 3209,Númenor";"5 October, T.A. (aged 234),Battle of the Gladden Fields";"http://tolkiengateway.net/wiki/Isildur";"Númenórean";"Soni Alcorn-Hender";""
"2";"isilme";"Isilmë";"Isilme";"";"";"female";"S.A. 532 ";"";"http://tolkiengateway.net/wiki/Isilm%C3%AB";"Númenórean";"";""
"3";"isilmo";"Isilmo";"Isilmo";"";"Númenor";"male";"After S.A. 1320";"Before S.A. 1731 (aged <411)";"http://tolkiengateway.net/wiki/Isilmo";"Númenórean";"";""
"3";"isumbrasTook3";"Isumbras Took III";"Isumbras Took III";"Thain of the Shire";""Great Smials","Tuckborough"";"male";"S.R. 1066";"S.R. 1159 (aged 93)";"http://tolkiengateway.net/wiki/Isumbras_Took_III";"Hobbit";"";""
"2";"isumbrasTook4";"Isumbras Took IV";"Isumbras Took IV";"Thain of the Shire";""Great Smials","Tuckborough"";"male";"S.R. 1238";"S.R. 1339 (aged 101)";"http://tolkiengateway.net/wiki/Isumbras_Took_IV";"Hobbit";"";""
"2";"ithilbor";"Ithilbor";"Ithilbor";"";"Doriath";"male";"First Age ";"";"http://tolkiengateway.net/wiki/Ithilbor";"Nando";"";""
"1";"ivorwen";"Ivorwen";"Ivorwen";"";"Eriador";"female";"before T.A. 2907 ";"after T.A. 2929 ";"http://tolkiengateway.net/wiki/Ivorwen";"Arnorian";"";""
"1";"ivriniel";"Ivriniel";"Ivriniel";"";"";"female";"T.A. 2947 ";"";"http://tolkiengateway.net/wiki/Ivriniel";"Gondorian";"";""
"2";"ivyGoodenough";"Ivy Goodenough";"Ivy Goodenough";"Ivy Boffin";"The Shire";"female";"";"";"http://tolkiengateway.net/wiki/Ivy_Goodenough";"Hobbit";"";""
"2";"jessamineBoffin";"Jessamine Boffin";"Jessamine Boffin";"Jessamine Bolger";"The Shire";"female";"S.R. 1297";"";"http://tolkiengateway.net/wiki/Jessamine_Boffin";"Hobbit";"";""
"2";"khim";"Khîm";"Khim";"";"House of Ransom";"male";"";"F.A. 486 House of Ransom";"http://tolkiengateway.net/wiki/Kh%C3%AEm";"Dwarf";"";""
"5";"kili";"Kíli";"Kili";"";"Thorin's Halls";"male";"T.A. 2864 ";"T.A. 2941 (aged 77) Battle of Five Armies";"http://tolkiengateway.net/wiki/K%C3%ADli";"Dwarf";"Janka Latečková";""
"2";"lagduf";"Lagduf";"Lagduf";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Lagduf";"Orc";"";""
"3";"lalaith";"Urwen Lalaith";"Urwen Lalaith";"Urwen";"Dor-lómin";"female";"F.A. 466,Dor-lómin";"F.A. 469 (aged 3),Dor-lómin";"http://tolkiengateway.net/wiki/Lalaith";"Adan";"Ted Nasmith";""
"2";"laliaClayhanger";"Lalia Clayhanger";"Lalia Clayhanger";""Lalia the Great","Lalia the Fat"";"Great Smials";"female";"S.R. 1283";"S.R. 1402 (aged 119),Great Smials";"http://tolkiengateway.net/wiki/Lalia_Clayhanger";"Hobbit";"";""
"2";"landroval";"Landroval";"Landroval";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Landroval";"Maia";"";""
"2";"largoBaggins";"Largo Baggins";"Largo Baggins";"";"The Shire";"male";"S.R. 1220";"S.R. 1312 (aged 92)";"http://tolkiengateway.net/wiki/Largo_Baggins";"Hobbit";"";""
"1";"lassemista";"Lassemista";"Lassemista";"";"Fangorn";"";"";"";"http://tolkiengateway.net/wiki/Lassemista";"Ent";"";""
"2";"lauraGrubb";"Laura Grubb";"Laura Grubb";"Laura Baggins";"Hobbiton";"female";"S.R. 1214";"S.R. 1316 (aged 102)";"http://tolkiengateway.net/wiki/Laura_Grubb";"Hobbit";"";""
"4";"laurelin";"Laurelin";"Laurelin";"Golden Tree";"";"female";"";"";"http://tolkiengateway.net/wiki/Laurelin";"Tree";"Ralph Damiani";""
"2";"laurinque";"Laurinquë";"Laurinque";"";"Hyarrostar";"";"";"";"http://tolkiengateway.net/wiki/Laurinqu%C3%AB";"";"";""
"2";"lavenderGrubb";"Lavender Grubb";"Lavender Grubb";"Lavender Boffin";"The Shire";"female";"c. S.R. 1212";"";"http://tolkiengateway.net/wiki/Lavender_Grubb";"Hobbit";"";""
"1";"leaflock";"Leaflock";"Leaflock";"";""Finglas","Fangorn"";"male";"";"";"http://tolkiengateway.net/wiki/Leaflock";"Ent";"";""
"7";"legolas";"Legolas";"Legolas";"Greenleaf";""Woodland Realm","Ithilien"";"male";"";"";"http://tolkiengateway.net/wiki/Legolas";"Sinda";"Lorraine Brevig";""
"2";"lenwe";"Lenwë";"Lenwe";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Lenw%C3%AB";"Nando";"";""
"1";"leod";"Léod";"Leod";"Lord of the Éothéod";"North-west Rhovanion";"male";"T.A. 2459 ";"T.A. 2501 (aged 42),Killed by Felaróf";"http://tolkiengateway.net/wiki/L%C3%A9od";"Rohir";"";""
"2";"lilyBaggins";"Lily Baggins";"Lily Baggins";"";"The Shire";"female";"S.R. 1222";"S.R. 1312 (aged 90)";"http://tolkiengateway.net/wiki/Lily_Baggins";"Hobbit";"";""
"2";"lilyBrown";"Lily Brown";"Lily Brown";"Mrs. Cotton";"Bywater";"female";"Late Third Age";"Early Fourth Age";"http://tolkiengateway.net/wiki/Lily_Brown";"Hobbit";"";""
"2";"lindaBaggins";"Linda Baggins";"Linda Baggins";"";"The Shire";"female";"S.R. 1262";"S.R. 1363 (aged 101)";"http://tolkiengateway.net/wiki/Linda_Proudfoot";"Hobbit";"";""
"1";"lindir";"Lindir";"Lindir";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Lindir";"Elf";"";""
"1";"lindisse";"Lindissë";"Lindisse";"";"Númenor";"female";"S.A. 551 ";"";"http://tolkiengateway.net/wiki/Lindiss%C3%AB";"Númenórean";"";""
"1";"lindorie";"Lindórië";"Lindorie";"";""Andúnië","Númenor"";"female";"Late Second Age, perhaps 31st century[1] ";"";"http://tolkiengateway.net/wiki/Lind%C3%B3ri%C3%AB";"Númenórean";"";""
"2";"lobeliaSackvilleBaggins";"Lobelia Sackville-Baggins";"Lobelia Sackville-Baggins";""Lobelia Bracegirdle","Mistress Lobelia"";""Hardbottle","Bag End","Hobbiton"";"female";"S.R. 1318";"S.R. 1420 (aged 102)";"http://tolkiengateway.net/wiki/Lobelia_Sackville-Baggins";"Hobbit";"";""
"2";"longoBaggins";"Longo Baggins";"Longo Baggins";"";"The Shire";"male";"S.R. 1260";"S.R. 1350 (aged 90)";"http://tolkiengateway.net/wiki/Longo_Baggins";"Hobbit";"";""
"1";"loni";"Lóni";"Loni";"";""Lonely Mountain","Moria"";"male";"";"After 10 November T.A. 2994 Battle of the Second Hall, Moria";"http://tolkiengateway.net/wiki/L%C3%B3ni";"Dwarf";"";""
"3";"lorgan";"Lorgan";"Lorgan";"";"Hithlum";"male";"First Age";"First Age";"http://tolkiengateway.net/wiki/Lorgan";"Man";"";""
"3";"lothiriel";"Lothíriel";"Lothiriel";"Queen Consort of Rohan";""Dol Amroth","Rohan"";"female";"T.A. 2999 ";"";"http://tolkiengateway.net/wiki/Loth%C3%ADriel";"Gondorian";"";""
"2";"lothoSackvilleBaggins";"Lotho Sackville-Baggins";"Lotho Sackville-Baggins";""Pimple","Chief"";""Bag End","Hobbiton"";"male";"S.R. 1364";"S.R. 1419 (aged 55),Bag End";"http://tolkiengateway.net/wiki/Lotho_Sackville-Baggins";"Hobbit";"";""
"2";"lug";"Lug";"Lug";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Lug";"Orc";"";""
"2";"lugdush";"Lugdush";"Lugdush";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Lugdush";"Orc";"";""
"6";"luthien";"Lúthien";"Luthien";""Tinúviel","Princess of Doriath"";""Doriath","Tol Galen"";"female";"Y.T. 1200,Forest of Neldoreth";"F.A. 503 (aged 3,377),Dor Firn-i-Guinar, Ossiriand";"http://tolkiengateway.net/wiki/L%C3%BAthien";"Sinda";"Ebe Kastein";""
"3";"mablung";"Mablung";"Mablung";""Mablung of the Heavy Hand"";"Doriath";"male";"";"F.A. 503, Battle of the Thousand Caves";"http://tolkiengateway.net/wiki/Mablung";"Sinda";"";""
"2";"mablungRangerOfIthilien";"Mablung (ranger of Ithilien)";"Mablung (ranger of Ithilien)";""Ithilien","Gondor"";"";"male";"Late Third Age ";"";"http://tolkiengateway.net/wiki/Mablung_%28ranger_of_Ithilien%29";"Gondorian";"";""
"2";"madocBrandybuck";"Madoc Brandybuck";"Madoc Brandybuck";""Proudneck","Master of Buckland"";""Brandy Hall","Buckland"";"male";"S.R. 1175";"S.R. 1277 (aged 102)";"http://tolkiengateway.net/wiki/Madoc_Brandybuck";"Hobbit";"";""
"5";"maedhros";"Maedhros";"Maedhros";""Nelyafinwë","Maitimom","Russandol"";""Tirion","Himring","March of Maedhros","Amon Ereb"";"male";"During Years of the Trees, Tirion";"F.A. 587 Into fiery chasm";"http://tolkiengateway.net/wiki/Maedhros";"Noldo";"Jenny Dolfen";""
"5";"maeglin";"Maeglin";"Maeglin";""Lómion","Lord of the House of the Mole"";""Nan Elmoth","Gondolin"";"male";"F.A. 320,Nan Elmoth";"F.A. 510 (aged 190), The Fall of Gondolin";"http://tolkiengateway.net/wiki/Maeglin";"Noldo";"Lorraine Brevig";""
"4";"maglor";"Maglor";"Maglor";""Kanafinwë","Makalaurë"";""Tirion","Maglor's Gap"";"male";"During Years of the Trees, Tirion";"Fate unknown ";"http://tolkiengateway.net/wiki/Maglor";"Noldo";"Janka Latečková";""
"2";"magor";"Magor";"Magor";"Chieftain of the Third House of the Edain";"";"male";"F.A. 341 ";"";"http://tolkiengateway.net/wiki/Magor";"Adan";"";""
"3";"mahtan";"Mahtan";"Mahtan";""Aulendur","Urundil","Rusco"";"Valinor";"male";"";"";"http://tolkiengateway.net/wiki/Mahtan";"Noldo";"Karolina Węgrzyn";""
"2";"mairen";"Mairen";"Mairen";"";"Númenor";"female";"S.A. 377 ";"";"http://tolkiengateway.net/wiki/Mairen";"Númenórean";"";""
"1";"malach";"Malach";"Malach";""Aradan","Chieftain of the Third House of the Edain"";"";"male";"F.A. 307 ";"F.A. 398 ";"http://tolkiengateway.net/wiki/Malach";"Adan";"";""
"1";"malantur";"Malantur";"Malantur";"";"Númenor";"male";"S.A. 670 ";"";"http://tolkiengateway.net/wiki/Malantur";"Númenórean";"";""
"1";"mallor";"Mallor";"Mallor";"King of Arthedain";"Arthedain";"male";"T.A. 895 ";"T.A. 1110 (aged 215)";"http://tolkiengateway.net/wiki/Mallor";"Arnorian";"";""
"2";"malvaHeadstrong";"Malva Headstrong";"Malva Headstrong";"";""Brandy Hall","Buckland"";"female";"c. S.R. 1134";"";"http://tolkiengateway.net/wiki/Malva_Headstrong";"Hobbit";"";""
"1";"malvegil";"Malvegil";"Malvegil";"King of Arthedain";"Arthedain";"male";"T.A. 1144 ";"T.A. 1349 (aged 205)";"http://tolkiengateway.net/wiki/Malvegil";"Arnorian";"";""
"6";"mandos";"Mandos";"Mandos";""Námo","Bannoth","Badhron","The Judge","The Just"";"Halls of Mandos";"male";"";"";"http://tolkiengateway.net/wiki/N%C3%A1mo_%28Mandos%29";"Vala";"Šárka Škorpíková";""
"2";"manthor";"Manthor";"Manthor";"A lord of the Haladin";"";"male";"F.A. 469,Brethil";"F.A. 501 (aged 32),On the road from Nen Girith";"http://tolkiengateway.net/wiki/Manthor";"Adan";"";""
"6";"manwe";"Manwe";"Manwe";""Mānawenūz","Súlimo","Elder King","Aran Einior","Manweg"";""Ilmarin","Taniquetil"";"male";"";"";"http://tolkiengateway.net/wiki/Manw%C3%AB";"Vala";"Šárka Škorpíková";""
"2";"manwendil";"Manwendil";"Manwendil";"";"Númenor";"male";"After S.A. 61 ";"";"http://tolkiengateway.net/wiki/Manwendil";"Númenórean";"";""
"1";"marach";"Marach";"Marach";"Chieftain of the Third House of the Edain";"Estolad";"male";"F.A. 282,East of the Ered Luin";"F.A. 376,Estolad";"http://tolkiengateway.net/wiki/Marach";"Adan";"";""
"1";"mardil";"Mardil";"Mardil";""Voronwë","Steward of Gondor","Ruling Steward"";"Gondor";"male";"T.A. 1960 ";"T.A. 2080 (aged 120)";"http://tolkiengateway.net/wiki/Mardil";"Gondorian";"";""
"1";"marhari";"Marhari";"Marhari";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Marhari";"Rohir";"";""
"1";"marhwini";"Marhwini";"Marhwini";"Lord of the Éothéod";"Rhovanion";"male";"";"";"http://tolkiengateway.net/wiki/Marhwini";"Rohir";"";""
"2";"marigoldGamgee";"Marigold Gamgee";"Marigold Gamgee";"Marigold Cotton";""Hobbiton","Bywater"";"female";"S.R. 1383";"";"http://tolkiengateway.net/wiki/Marigold_Gamgee";"Hobbit";"";""
"2";"marmadocBrandybuck";"Marmadoc Brandybuck";"Marmadoc Brandybuck";""Masterful","Master of Buckland"";""Brandy Hall","Buckland"";"male";"S.R. 1217";"S.R. 1310 (aged 93)";"http://tolkiengateway.net/wiki/Marmadoc_Brandybuck";"Hobbit";"";""
"2";"marrocBrandybuck";"Marroc Brandybuck";"Marroc Brandybuck";"";"Buckland";"male";"S.R. 1182";"";"http://tolkiengateway.net/wiki/Marroc_Brandybuck";"Hobbit";"";""
"5";"masterLaketown";"Master of Lake-town";"Master of Lake-town";"Moneybags";"Lake-town";"male";"";"Sometime between T.A. 2941 and 2949";"http://tolkiengateway.net/wiki/Master_of_Lake-town";"Man";"";""
"2";"mauhur";"Mauhúr";"Mauhur";"";"";"male";"";"February 29th, T.A. 3019";"http://tolkiengateway.net/wiki/Mauh%C3%BAr";"Orc";"";""
"2";"mayGamgee";"May Gamgee";"May Gamgee";"";"Hobbiton";"female";"S.R. 1376";"";"http://tolkiengateway.net/wiki/May_Gamgee";"Hobbit";"";""
"2";"mayHobbit";"May (hobbit)";"May (hobbit)";"";"Tighfield";"female";"S.R. 1328";"";"http://tolkiengateway.net/wiki/May_%28hobbit%29";"Hobbit";"";""
"2";"meleth";"Meleth";"Meleth";"";"Brethil";"female";"";"";"http://tolkiengateway.net/wiki/Meleth";"Adan";"";""
"6";"melian";"Melian";"Melian";"Queen of Doriath";"Doriath";"female";"";"";"http://tolkiengateway.net/wiki/Melian";"Maia";"Alaïs";""
"9";"melkor";"Melkor";"Melkor";""Morgoth","Bauglir","Black King","Dark King (of Angband)","Dark Lord"";""Utumno","Angband"";"male";"Before the Music of the Ainur";"F.A. 590";"http://tolkiengateway.net/wiki/Morgoth";"Vala";"Ted Nasmith";""
"2";"menegildaGoold";"Menegilda Goold";"Menegilda Goold";"Menegilda Brandybuck";"Buckland";"female";"";"c. S.R. 1400";"http://tolkiengateway.net/wiki/Menegilda_Goold";"Hobbit";"";""
"2";"meneldil";"Meneldil";"Meneldil";"King of Gondor";"Gondor";"male";"S.A. 3318,Rómenna, Númenor";"T.A. 158 (aged 281),Gondor";"http://tolkiengateway.net/wiki/Meneldil";"Númenórean";"Matěj Čadil";""
"2";"meneldor";"Meneldor";"Meneldor";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Meneldor";"Maia";"";""
"6";"meriadocBrandybuck";"Meriadoc Brandybuck";"Meriadoc Brandybuck";""Merry","the Magnificent","Kalimac Brandagamba","Master of Buckland"";""Brandy Hall","Buckland"";"male";"Early S.R. 1382,Buckland";"After S.R. 1484 (aged 103+),Gondor";"http://tolkiengateway.net/wiki/Meriadoc_Brandybuck";"Hobbit";"Francesco Amadio";""
"2";"merimacBrandybuck";"Merimac Brandybuck";"Merimac Brandybuck";"";"Buckland";"male";"S.R. 1342";"S.R. 1430 (aged 88)";"http://tolkiengateway.net/wiki/Merimac_Brandybuck";"Hobbit";"";""
"2";"merryGardner";"Merry Gardner";"Merry Gardner";"";""Bag End","Hobbiton"";"male";"S.R. 1427";"";"http://tolkiengateway.net/wiki/Merry_Gardner";"Hobbit";"";""
"2";"miloBurrows";"Milo Burrows";"Milo Burrows";"";"The Shire";"male";"";"";"http://tolkiengateway.net/wiki/Milo_Burrows";"Hobbit";"";""
"2";"mim";"Mîm";"Mim";"";"House of Ransom";"male";"";"F.A. 502 Nargothrond";"http://tolkiengateway.net/wiki/M%C3%AEm";"Dwarf";"Ted Nasmith";""
"2";"mimosaBunce";"Mimosa Bunce";"Mimosa Bunce";"";"The Shire";"female";"";"";"http://tolkiengateway.net/wiki/Mimosa_Bunce";"Hobbit";"";""
"1";"minardil";"Minardil";"Minardil";"King of Gondor";"Gondor";"male";"T.A. 1454 ";"T.A. 1634 (aged 180),Pelargir";"http://tolkiengateway.net/wiki/Minardil";"Gondorian";"";""
"2";"minastan";"Minastan";"Minastan";"";"Gondor";"male";"After T.A. 1516 ";"";"http://tolkiengateway.net/wiki/Minastan";"Gondorian";"";""
"2";"minohtar";"Minohtar";"Minohtar";"";"Gondor";"male";"";"July 13, T.A. 1944,Disaster of the Morannon";"http://tolkiengateway.net/wiki/Minohtar";"Gondorian";"";""
"2";"mintoBurrows";"Minto Burrows";"Minto Burrows";"";"Hobbiton";"male";"S.R. 1396";"";"http://tolkiengateway.net/wiki/Minto_Burrows";"Hobbit";"";""
"3";"mirabellaTook";"Mirabella Took";"Mirabella Took";"";""Great Smials","Tuckborough","Brandy Hall","Buckland"";"female";"S.R. 1260";"S.R. 1360 (aged 100)";"http://tolkiengateway.net/wiki/Mirabella_Took";"Hobbit";"";""
"3";"miriel";"Míriel";"Miriel";""Þerindë","Broideress"";"Tirion";"female";"Y.T. 1170,Gardens of Lórien,(Returned to life after Y.T. 1495)";"";"http://tolkiengateway.net/wiki/M%C3%ADriel_Serind%C3%AB";"Noldo";"Shyangell";""
"2";"mithrellas";"Mithrellas";"Mithrellas";"";" Belfalas";"male";"";"";"http://tolkiengateway.net/wiki/Mithrellas";"";"";""
"2";"moroBurrows";"Moro Burrows";"Moro Burrows";"";"The Shire";"male";"S.R. 1391";"";"http://tolkiengateway.net/wiki/Moro_Burrows";"Hobbit";"";""
"4";"morwen";"Morwen Eledhwen";"Morwen Eledhwen";""Eledhwen","Lady of Dor-lómin"";""Ladros","Dor-lómin","Doriath"";"female";"F.A. 443,Ladros";"F.A. 500 (aged 57),Cabed Naeramarth";"http://tolkiengateway.net/wiki/Morwen";"Adan";"Kasiopea";""
"3";"morwenSteelsheen";"Morwen Steelsheen";"Morwen Steelsheen";""Morwen Steelsheen","Morwen of Lossarnach"";""Gondor","Rohan"";"female";"T.A. 2922";"";"http://tolkiengateway.net/wiki/Morwen_Steelsheen";"Gondorian";"";""
"2";"morwenDaughterOfBelecthor";"Morwen (daughter of Belecthor)";"Morwen (daughter of Belecthor)";"";"Gondor";"female";"";"";"http://tolkiengateway.net/wiki/Morwen_%28daughter_of_Belecthor%29";"Gondorian";"";""
"2";"moscoBurrows";"Mosco Burrows";"Mosco Burrows";"";"Hobbiton";"male";"S.R. 1387";"";"http://tolkiengateway.net/wiki/Mosco_Burrows";"Hobbit";"";""
"2";"mungoBaggins";"Mungo Baggins";"Mungo Baggins";"";"Hobbiton";"male";"S.R. 1207";"S.R. 1300 (aged 93)";"http://tolkiengateway.net/wiki/Mungo_Baggins";"Hobbit";"";""
"1";"muzgash";"Muzgash";"Muzgash";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Muzgash";"Orc";"";""
"2";"myrtleBurrows";"Myrtle Burrows";"Myrtle Burrows";"";"Hobbiton";"female";"S.R. 1393";"";"http://tolkiengateway.net/wiki/Myrtle_Burrows";"Hobbit";"";""
"3";"nain1";"Náin I";"Nain I";"King of Durin's Folk";"Khazad-dûm";"male";"T.A. 1832 Khazad-dûm";"T.A. 1981";"http://tolkiengateway.net/wiki/N%C3%A1in_I";"Dwarf";"";""
"2";"nain2";"Náin II";"Nain II";"King of Durin's Folk";"Khazad-dûm";"male";"T.A. 2338 Grey Mountains";"T.A. 2585 (aged 247) Grey Mountains";"http://tolkiengateway.net/wiki/N%C3%A1in_II";"Dwarf";"";""
"2";"nainSonOfGror";"Náin (son of Grór)";"Nain (son of Gror)";"";"Iron Hills";"male";"T.A. 2665 Iron Hills";"T.A. 2799 (aged 134) Battle of Azanulbizar";"http://tolkiengateway.net/wiki/N%C3%A1in_%28son_of_Gr%C3%B3r%29";"Dwarf";"Jacek Kopalski";""
"1";"nali";"Náli";"Nali";"";""Lonely Mountain","Moria"";"male";"";"After 10 November T.A. 2994 Battle of the Second Hall, Moria";"http://tolkiengateway.net/wiki/N%C3%A1li";"Dwarf";"";""
"1";"nar";"Nár";"Nar";"";"";"male";"Third Age";"";"http://tolkiengateway.net/wiki/N%C3%A1r_%28companion_of_Thr%C3%B3r%29";"Dwarf";"";""
"1";"narmacil1";"Narmacil I";"Narmacil I";"King of Gondor";"Gondor";"male";"T.A. 1049 ";"T.A. 1294 (aged 245)";"http://tolkiengateway.net/wiki/Narmacil_I";"Gondorian";"";""
"1";"narmacil2";"Narmacil II";"Narmacil II";"King of Gondor";"Gondor";"male";"T.A. 1684 ";"T.A. 1856 (aged 172),Battle of the Plains";"http://tolkiengateway.net/wiki/Narmacil_II";"Gondorian";"";""
"3";"nerdanel";"Nerdanel";"Nerdanel";"the Wise";"Tirion";"female";"During the Years of the Trees ";"";"http://tolkiengateway.net/wiki/Nerdanel";"Noldo";"Jenny Dolfen";""
"5";"nessa";"Nessa";"Nessa";"";"Valinor";"female";"";"";"http://tolkiengateway.net/wiki/Nessa";"Vala";"Anna Kulisz";""
"2";"nessanie";"Nessanië";"Nessanie";"";"Númenor";"female";"S.A. 840,Númenor";"";"http://tolkiengateway.net/wiki/Nessani%C3%AB";"Númenórean";"";""
"5";"nienna";"Nienna";"Nienna";""Nyenna","Heskil","Núri","Qalmë-Tári","Fui"";"Halls of Nienna";"female";"";"";"http://tolkiengateway.net/wiki/Nienna";"Vala";"Simona Brunilde Jero";""
"2";"nienor";"Nienor";"Nienor";"Niënor Níniel","Princess of Dor-lómin";""Dor-lómin","Brethil"";"female";"F.A. 473,Dor-lómin";"F.A. 499 (aged 26),Cabed-en-Aras (suicide) ";"http://tolkiengateway.net/wiki/Nienor";"Adan";"Ted Nasmith";""
"2";"nimloth";"Nimloth";"Nimloth";"Lady Lindis";""Ossiriand","Doriath"";"female";"";"F.A 506,Menegroth during the Sack of Doriath";"http://tolkiengateway.net/wiki/Nimloth_of_Doriath";"Sinda";"";""
"1";"nimlothNumenor";"Nimloth of Númenor";"Nimloth of Numenor";"";"";"";"";"";"http://tolkiengateway.net/wiki/Nimloth_of_N%C3%BAmenor";"Tree";"";""
"1";"nimrodel";"Nimrodel";"Nimrodel";"";"Lothlórien";"male";"";"c. T.A. 1981";"http://tolkiengateway.net/wiki/Nimrodel";"Nando";"Līga Kļaviņa";""
"2";"ninaLightfoot";"Nina Lightfoot";"Nina Lightfoot";"Nina Bolger";"Budgeford";"female";"c. S.R. 1261";"";"http://tolkiengateway.net/wiki/Nina_Lightfoot";"Hobbit";"";""
"1";"nolondil";"Nolondil";"Nolondil";"";"Númenor";"male";"S.A. 222 ";"";"http://tolkiengateway.net/wiki/Nolondil";"Númenórean";"";""
"2";"noraBolger";"Nora Bolger";"Nora Bolger";"";"Budgeford";"female";"S.R. 1360";"";"http://tolkiengateway.net/wiki/Nora_Bolger";"Hobbit";"";""
"5";"nori";"Nori";"Nori";"";""Thorin's Halls","Erebor"";"male";"";"";"http://tolkiengateway.net/wiki/Nori";"Dwarf";"Adlpictures";""
"2";"numendil";"Númendil";"Numendil";"Lord of Andúnië";""Andúnië","Númenor"";"male";"Late Second Age ";"";"http://tolkiengateway.net/wiki/N%C3%BAmendil";"Númenórean";"";""
"1";"nuneth";"Núneth";"Nuneth";"";""Andustar","Númenor"";"female";"Before S.A. 771,Númenor";"";"http://tolkiengateway.net/wiki/N%C3%BAneth";"Númenórean";"";""
"2";"odoProudfoot";"Odo Proudfoot";"Odo Proudfoot";"";"";"male";"S.R. 1304";"S.R. 1405 (aged 102)";"http://tolkiengateway.net/wiki/Odo_Proudfoot";"Hobbit";"";""
"2";"odovacarBolger";"Odovacar Bolger";"Odovacar Bolger";"";"Budgeford";"male";"S.R. 1335";"S.R. 1431 (aged 106)";"http://tolkiengateway.net/wiki/Odovacar_Bolger";"Hobbit";"";""
"2";"oin1";"Óin (King of Durin's Folk)";"Oin (King of Durin's Folk)";"King of Durin's Folk";"Grey Mountains";"male";"T.A. 2238 Grey Mountains";"T.A. 2488 (aged 250) Grey Mountains";"http://tolkiengateway.net/wiki/%C3%93in_%28Son_of_Gl%C3%B3in%29";"Dwarf";"";""
"3";"oin2";"Óin";"Oin";"";""Thorin's Halls","Lonely Mountain","Khazad-dûm"";"male";"T.A. 2774";"T.A. 2994 (aged 220) Watcher in the Water";"http://tolkiengateway.net/wiki/%C3%93in";"Dwarf";"Francesco Amadio";""
"2";"oldManWillow";"Old Man Willow";"Old Man Willow";"";"Old Forest";"";"";"";"http://tolkiengateway.net/wiki/Old_Man_Willow";"Ent";"";""
"2";"oloProudfoot";"Olo Proudfoot";"Olo Proudfoot";"";"The Shire";"male";"S.R. 1346";"S.R. 1435 (aged 89)";"http://tolkiengateway.net/wiki/Olo_Proudfoot";"Hobbit";"";""
"3";"olwe";"Olwë";"Olwe";""Volwë","King of the Teleri"";"";"male";"Cuiviénen ";"";"http://tolkiengateway.net/wiki/Olw%C3%AB";"Falmar/Falas Elf";"Karolina Węgrzyn";""
"2";"ondoher";"Ondoher";"Ondoher";"King of Gondor";"Gondor";"male";"T.A. 1787 ";"T.A. 1944 (aged 157),Disaster of the Morannon";"http://tolkiengateway.net/wiki/Ondoher";"Gondorian";"";""
"1";"orchaldor";"Orchaldor";"Orchaldor";"";"Númenor";"male";"Before S.A. 799,Númenor";"";"http://tolkiengateway.net/wiki/Orchaldor";"Númenórean";"";""
"3";"orcobal";"Orcobal";"Orcobal";"";"Gondolin";"male";"";"";"http://tolkiengateway.net/wiki/Orcobal";"Orc";"";""
"4";"ori";"Ori";"Ori";"";""Thorin's Halls","Lonely Mountain","Khazad-dûm"";"male";"";"T.A. 2994 Chamber of Mazarbul, Khazad-dûm";"http://tolkiengateway.net/wiki/Ori";"Dwarf";"Francesco Amadio";""
"2";"ornendil";"Ornendil";"Ornendil";"";"Gondor";"male";"Before T.A. 1330 ";"T.A. 1437 (aged 107+)";"http://tolkiengateway.net/wiki/Ornendil";"Gondorian";"";""
"1";"orodreth";"Orodreth";"Orodreth";"Artaresto";"Nargothrond";"male";"during Years of the Trees,Tirion";"F.A. 495,Battle of Tumhalad";"http://tolkiengateway.net/wiki/Orodreth";"Noldo";"Ebe Kastein";""
"1";"orodrethStewardOfGondor";"Orodreth (Steward of Gondor)";"Orodreth (Steward of Gondor)";"Ruling Steward";"Gondor";"male";"T.A. 2576 ";"T.A. 2685 (aged 109)";"http://tolkiengateway.net/wiki/Orodreth_%28Steward_of_Gondor%29";"Gondorian";"";""
"6";"orome";"Oromë";"Orome";""Arōmēz","Aldaron","Tauron","Béma","Araw","The Hunter"";""House of Oromë","Woods of Oromë"";"male";"";"";"http://tolkiengateway.net/wiki/Orom%C3%AB";"Vala";"Šárka Škorpíková";""
"2";"oromendil";"Oromendil";"Oromendil";"";"Númenor";"male";"S.A. 382 ";"";"http://tolkiengateway.net/wiki/Oromendil";"Númenórean";"";""
